fuzzy_val,num_seeds,dice_score
0.5903448275862069,4,0.4808743169398907
0.7951724137931035,4,0.6326530612244898
1.0,4,0.6693877551020408
0.6244827586206897,4,0.7790262172284644
0.6927586206896552,4,0.7484276729559748
0.8975862068965518,5,0.7361111111111112
0.5903448275862069,11,0.799468791500664
0.48793103448275865,11,0.8413948256467941
0.7610344827586207,9,0.8900747065101388
0.38551724137931037,11,0.909410729991205
0.41965517241379313,11,0.9021827000808408
0.3513793103448276,10,0.9023467070401211
0.41965517241379313,11,0.8987256874580818
0.2831034482758621,9,0.9094269870609981
0.31724137931034485,11,0.9279636982416336
0.31724137931034485,11,0.9274748544203282
0.2831034482758621,11,0.9254320987654321
0.21482758620689657,5,0.9068493150684932
0.21482758620689657,11,0.9105351170568562
0.21482758620689657,11,0.9071487263763353
0.1806896551724138,10,0.9116420174440653
0.24896551724137933,11,0.912781954887218
0.1806896551724138,11,0.9104895104895104
0.1806896551724138,8,0.9190635451505017
0.1806896551724138,5,0.8962962962962963
0.21482758620689657,10,0.9149933065595717
0.1806896551724138,11,0.933662449861154
0.1806896551724138,10,0.925748502994012
0.1806896551724138,11,0.9185977421271538
0.1806896551724138,9,0.89375
0.24896551724137933,11,0.8413654618473896
0.1806896551724138,11,0.8492808005003127
0.14655172413793105,7,0.8828771483131763
0.1806896551724138,10,0.851258581235698
0.11241379310344828,4,0.7349066959385291
0.11241379310344828,9,0.8629737609329446
0.14655172413793105,11,0.8854054054054054
0.14655172413793105,10,0.8666850676235164
0.14655172413793105,10,0.8830612791008831
0.14655172413793105,7,0.8642241379310345
0.14655172413793105,11,0.8158625915635261
0.14655172413793105,11,0.8505220269926153
0.11241379310344828,8,0.8289676425269645
0.11241379310344828,6,0.787557603686636
0.11241379310344828,10,0.888234055988213
0.1806896551724138,9,0.792018779342723
0.11241379310344828,4,0.8028307450363672
0.11241379310344828,4,0.8041984732824428
0.11241379310344828,4,0.7729224551654458
0.1806896551724138,11,0.7713663581927055
0.14655172413793105,11,0.8583844580777096
0.14655172413793105,11,0.8320041162850528
0.14655172413793105,11,0.8529182879377432
0.11241379310344828,8,0.7784539102997521
0.11241379310344828,7,0.7987220447284346
0.14655172413793105,9,0.8270991368035574
0.14655172413793105,10,0.8633523499049172
0.14655172413793105,7,0.8742681906885977
0.14655172413793105,10,0.9101219166430394
0.14655172413793105,6,0.8840710629328515
0.1806896551724138,11,0.8718905472636815
0.1806896551724138,11,0.8823880597014926
0.11241379310344828,10,0.8849655172413793
0.11241379310344828,10,0.8631702314679168
0.14655172413793105,11,0.8638778220451527
0.11241379310344828,7,0.8630705394190872
0.1806896551724138,10,0.9015151515151515
0.1806896551724138,10,0.9198149575944488
0.21482758620689657,10,0.90422417398578
0.21482758620689657,11,0.8966101694915254
0.1806896551724138,11,0.8923841059602649
0.24896551724137933,9,0.8296448790530108
0.24896551724137933,10,0.8327057557826789
0.2831034482758621,11,0.8341176470588235
0.31724137931034485,11,0.8306351183063512
0.3513793103448276,11,0.8453333333333334
0.5903448275862069,10,0.8395802098950524
0.6927586206896552,11,0.841106719367589
0.24896551724137933,8,0.837620578778135
0.41965517241379313,9,0.8464223385689355
0.8975862068965518,8,0.8669438669438669
0.8975862068965518,10,0.8683351468988031
0.6927586206896552,8,0.8712121212121212
0.7951724137931035,9,0.8685258964143426
0.7951724137931035,10,0.8521229868228404
0.48793103448275865,4,0.7782608695652173
0.6927586206896552,4,0.7901234567901234
0.7951724137931035,4,0.7008547008547008
